,id,latest.cost.avg_net_price,latest.cost.avg_net_price.overall,latest.cost.avg_net_price.consumer.median_by_pred_degree,latest.cost.avg_net_price.consumer.overall_median,latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.cost.booksupply,latest.cost.net_price.by_income_level.0-30000,latest.cost.net_price.by_income_level.30001-48000,latest.cost.net_price.by_income_level.48001-75000,latest.cost.net_price.by_income_level.75001-110000,latest.cost.net_price.by_income_level.110001-plus,latest.cost.net_price.by_income_level.0-48000,latest.cost.net_price.by_income_level.30001-75000,latest.cost.net_price.by_income_level.75000-plus,latest.cost.net_price.consumer.by_income_level.0-48000,latest.cost.net_price.consumer.by_income_level.0-30000,latest.cost.net_price.consumer.by_income_level.30001-48000,latest.cost.net_price.consumer.by_income_level.30001-75000,latest.cost.net_price.consumer.by_income_level.48001-75000,latest.cost.net_price.consumer.by_income_level.750001-111000,latest.cost.net_price.consumer.by_income_level.75000-plus,latest.cost.net_price.consumer.by_income_level.110001-plus,latest.cost.title_iv.all,latest.cost.title_iv.by_income_level.0-30000,latest.cost.title_iv.by_income_level.30001-48000,latest.cost.title_iv.by_income_level.48001-75000,latest.cost.title_iv.by_income_level.75001-110000,latest.cost.title_iv.by_income_level.110001-plus,latest.cost.roomboard.oncampus,latest.cost.roomboard.offcampus,latest.cost.otherexpense.oncampus,latest.cost.otherexpense.offcampus,latest.cost.otherexpense.withfamily
6,237385,16043.0,16043.0,19525.5,15950.5,22507.0,7886.0,9514.0,1000.0,13855.0,14651.0,17268.0,20086.0,21552.0,14018.0,16252.0,20640.0,14018.0,13855.0,14651.0,16252.0,17268.0,20086.0,20640.0,21552.0,213.0,101.0,26.0,41.0,28.0,17.0,10382.0,10382.0,4898.0,4898.0,4898.0
7,237525,8351.0,8351.0,19525.5,15950.5,19586.0,8512.0,19366.0,1100.0,5377.0,6254.0,9256.0,11540.0,13981.0,5648.0,7678.0,12680.0,5648.0,5377.0,6254.0,7678.0,9256.0,11540.0,12680.0,13981.0,978.0,366.0,164.0,148.0,160.0,140.0,10644.0,9580.0,2287.0,3087.0,6037.0
8,237792,10983.0,10983.0,19525.5,15950.5,17759.0,7784.0,18224.0,1000.0,7787.0,9126.0,11116.0,14254.0,14684.0,8246.0,10226.0,14525.0,8246.0,7787.0,9126.0,10226.0,11116.0,14254.0,14525.0,14684.0,242.0,73.0,38.0,47.0,31.0,53.0,10750.0,10750.0,2875.0,3500.0,3500.0
9,237899,16118.0,16118.0,19525.5,15950.5,19144.0,8437.0,14125.0,1701.0,13755.0,15483.0,17902.0,18900.0,19077.0,14192.0,16803.0,18993.0,14192.0,13755.0,15483.0,16803.0,17902.0,18900.0,18993.0,19077.0,141.0,59.0,20.0,24.0,18.0,20.0,12886.0,9473.0,2066.0,3066.0,3066.0
10,237932,14911.0,14911.0,19525.5,15950.5,22361.0,8150.0,16090.0,1645.0,12326.0,14778.0,13908.0,17191.0,18460.0,13082.0,14363.0,17770.0,13082.0,12326.0,14778.0,14363.0,13908.0,17191.0,17770.0,18460.0,216.0,74.0,33.0,30.0,43.0,36.0,9806.0,7236.0,4064.0,4669.0,4085.0
11,237950,10095.0,10095.0,19525.5,15950.5,17464.0,7560.0,18912.0,950.0,7330.0,8406.0,10775.0,14092.0,14688.0,7686.0,9538.0,14341.0,7686.0,7330.0,8406.0,9538.0,10775.0,14092.0,14341.0,14688.0,193.0,71.0,35.0,32.0,32.0,23.0,11314.0,8580.0,2750.0,2750.0,2750.0
12,238032,13355.0,13355.0,19525.5,15950.5,22680.0,8976.0,25320.0,950.0,10014.0,10250.0,13077.0,16324.0,16972.0,10091.0,11734.0,16679.0,10091.0,10014.0,10250.0,11734.0,13077.0,16324.0,16679.0,16972.0,1372.0,389.0,189.0,209.0,265.0,320.0,10948.0,8580.0,3250.0,3250.0,3250.0
13,240189,14417.0,14417.0,19525.5,15950.5,18252.0,7735.0,16607.0,580.0,8143.0,10390.0,14226.0,17253.0,17815.0,9072.0,12752.0,17591.0,9072.0,8143.0,10390.0,12752.0,14226.0,17253.0,17591.0,17815.0,1155.0,200.0,141.0,226.0,235.0,353.0,7650.0,7650.0,3150.0,3150.0,3150.0
14,240268,16051.0,16051.0,19525.5,15950.5,20174.0,8870.0,17145.0,400.0,9547.0,10658.0,14737.0,18816.0,19798.0,10132.0,12851.0,19408.0,10132.0,9547.0,10658.0,12851.0,14737.0,18816.0,19408.0,19798.0,1009.0,132.0,147.0,171.0,222.0,337.0,8475.0,8475.0,3366.0,3366.0,2630.0
15,240277,13092.0,13092.0,19525.5,15950.5,17509.0,7873.0,16091.0,800.0,8258.0,9445.0,13258.0,16382.0,16985.0,8730.0,11762.0,16681.0,8730.0,8258.0,9445.0,11762.0,13258.0,16382.0,16681.0,16985.0,810.0,174.0,115.0,178.0,173.0,170.0,7280.0,7280.0,3770.0,3770.0,2862.0
16,240329,14654.0,14654.0,19525.5,15950.5,17514.0,9160.0,17979.0,120.0,7517.0,10075.0,13198.0,16472.0,17059.0,8995.0,11929.0,16866.0,8995.0,7517.0,10075.0,11929.0,13198.0,16472.0,16866.0,17059.0,987.0,84.0,115.0,168.0,204.0,416.0,6594.0,6594.0,2028.0,2028.0,2028.0
17,240365,14687.0,14687.0,19525.5,15950.5,18125.0,7717.0,15290.0,1000.0,9499.0,10457.0,14157.0,17169.0,18003.0,9878.0,12746.0,17654.0,9878.0,9499.0,10457.0,12746.0,14157.0,17169.0,17654.0,18003.0,1152.0,206.0,135.0,219.0,248.0,344.0,8506.0,8506.0,2700.0,2700.0,2700.0
18,240374,11082.0,11082.0,19525.5,15950.5,16320.0,7444.0,15714.0,600.0,6741.0,8022.0,12061.0,15198.0,15945.0,7267.0,10211.0,15595.0,7267.0,6741.0,8022.0,10211.0,12061.0,15198.0,15595.0,15945.0,385.0,102.0,71.0,84.0,60.0,68.0,7726.0,8448.0,4114.0,4114.0,3770.0
19,240417,15589.0,15589.0,19525.5,15950.5,19704.0,9488.0,17455.0,426.0,10074.0,10958.0,15247.0,18293.0,18753.0,10446.0,13633.0,18573.0,10446.0,10074.0,10958.0,13633.0,15247.0,18293.0,18573.0,18753.0,658.0,109.0,79.0,131.0,133.0,206.0,7398.0,7398.0,3310.0,3310.0,3310.0
20,240426,14084.0,14084.0,19525.5,15950.5,18731.0,8140.0,15713.0,970.0,9360.0,10068.0,12668.0,16631.0,18085.0,9695.0,11498.0,17176.0,9695.0,9360.0,10068.0,11498.0,12668.0,16631.0,17176.0,18085.0,124.0,20.0,18.0,22.0,40.0,24.0,7025.0,7025.0,3753.0,3753.0,5638.0
21,240444,17234.0,17234.0,19525.5,15950.5,26393.0,10742.0,38630.0,1150.0,3981.0,4788.0,10364.0,22377.0,25436.0,4393.0,7965.0,24494.0,4393.0,3981.0,4788.0,7965.0,10364.0,22377.0,24494.0,25436.0,1850.0,222.0,231.0,306.0,336.0,755.0,12200.0,12200.0,3066.0,3066.0,3066.0
22,240453,17486.0,17486.0,19525.5,15950.5,21984.0,9254.0,21119.0,800.0,11973.0,13351.0,17606.0,20785.0,21499.0,12581.0,15606.0,21220.0,12581.0,11973.0,13351.0,15606.0,17606.0,20785.0,21220.0,21499.0,2077.0,415.0,328.0,370.0,376.0,588.0,10692.0,10692.0,3484.0,3484.0,3484.0
23,240462,14565.0,14565.0,19525.5,15950.5,18670.0,7873.0,16148.0,200.0,8887.0,10334.0,13699.0,17029.0,17555.0,9480.0,12524.0,17330.0,9480.0,8887.0,10334.0,12524.0,13699.0,17029.0,17330.0,17555.0,684.0,105.0,73.0,136.0,158.0,212.0,7770.0,8380.0,3594.0,3544.0,3544.0
24,240471,13844.0,13844.0,19525.5,15950.5,17971.0,8063.0,15636.0,400.0,8438.0,9478.0,14528.0,16739.0,16996.0,8924.0,12107.0,16859.0,8924.0,8438.0,9478.0,12107.0,14528.0,16739.0,16859.0,16996.0,375.0,66.0,58.0,63.0,100.0,88.0,6900.0,6900.0,3300.0,4500.0,4500.0
25,240480,13346.0,13346.0,19525.5,15950.5,18217.0,8300.0,17004.0,300.0,7903.0,9052.0,13560.0,16503.0,17225.0,8401.0,11811.0,16857.0,8401.0,7903.0,9052.0,11811.0,13560.0,16503.0,16857.0,17225.0,900.0,167.0,128.0,202.0,205.0,198.0,7630.0,7630.0,3306.0,3306.0,3306.0
26,240727,11085.0,11085.0,19525.5,15950.5,20258.0,5791.0,19531.0,1200.0,6905.0,6776.0,9394.0,15178.0,15858.0,6861.0,8222.0,15600.0,6861.0,6905.0,6776.0,8222.0,9394.0,15178.0,15600.0,15858.0,375.0,98.0,51.0,63.0,62.0,101.0,10615.0,10615.0,3184.0,3184.0,1592.0
27,240754,7995.0,7995.0,19525.5,15950.5,13661.0,5846.0,10886.0,2050.0,5438.0,8794.0,10553.0,10830.0,,6873.0,9633.0,10830.0,6873.0,5438.0,8794.0,9633.0,10553.0,10830.0,10830.0,,228.0,91.0,68.0,62.0,7.0,0.0,3868.0,11403.0,2250.0,3353.0,3353.0
28,241720,462.0,462.0,19525.5,15950.5,5663.0,2340.0,2340.0,1130.0,236.0,710.0,2021.0,4218.0,,292.0,1214.0,4218.0,292.0,236.0,710.0,1214.0,2021.0,4218.0,4218.0,,74.0,60.0,8.0,5.0,1.0,0.0,,7350.0,,1600.0,1340.0
29,241766,5043.0,5043.0,19525.5,15950.5,10334.0,3370.0,3850.0,1800.0,4224.0,8123.0,8303.0,,,4802.0,8183.0,,4802.0,4224.0,8123.0,8183.0,8303.0,,,,58.0,46.0,8.0,4.0,0.0,0.0,,10000.0,,2750.0,2750.0
30,241951,2482.0,2482.0,19525.5,15950.5,7676.0,3942.0,6582.0,3126.0,1865.0,3149.0,5647.0,,,2186.0,3830.0,,2186.0,1865.0,3149.0,3830.0,5647.0,,,,35.0,24.0,8.0,3.0,0.0,0.0,,8144.0,,2080.0,524.0
31,243106,4603.0,4603.0,19525.5,15950.5,11704.0,4798.0,6665.0,2168.0,4125.0,5163.0,6061.0,5984.0,,4369.0,5510.0,5984.0,4369.0,4125.0,5163.0,5510.0,6061.0,5984.0,5984.0,,533.0,351.0,108.0,68.0,6.0,0.0,,11161.0,,2453.0,3251.0
32,243115,10366.0,10366.0,19525.5,15950.5,16016.0,4178.0,4178.0,2168.0,9829.0,10933.0,12865.0,14388.0,9821.0,10069.0,11577.0,13474.0,10069.0,9829.0,10933.0,11577.0,12865.0,14388.0,13474.0,9821.0,659.0,462.0,128.0,64.0,4.0,1.0,,11161.0,,3251.0,3251.0
33,243133,6989.0,6989.0,19525.5,15950.5,9732.0,4198.0,4198.0,2168.0,6672.0,7132.0,8187.0,8808.0,,6792.0,7523.0,8808.0,6792.0,6672.0,7132.0,7523.0,8187.0,8808.0,8808.0,,724.0,461.0,163.0,96.0,4.0,0.0,,11161.0,,4751.0,3953.0
34,243142,7914.0,7914.0,19525.5,15950.5,14816.0,6252.0,6252.0,2793.0,7553.0,8266.0,8930.0,9435.0,,7740.0,8497.0,9435.0,7740.0,7553.0,8266.0,8497.0,8930.0,9435.0,9435.0,,491.0,312.0,111.0,59.0,9.0,0.0,,11161.0,,4751.0,3000.0
35,243151,6043.0,6043.0,19525.5,15950.5,12618.0,4208.0,6192.0,2168.0,4992.0,6243.0,7051.0,8806.0,11107.0,5368.0,6580.0,9651.0,5368.0,4992.0,6243.0,6580.0,7051.0,8806.0,9651.0,11107.0,518.0,270.0,116.0,83.0,31.0,18.0,,11161.0,,3953.0,4751.0
36,243179,9107.0,9107.0,19525.5,15950.5,14817.0,4208.0,4208.0,2168.0,8427.0,9839.0,11942.0,13016.0,,8800.0,10431.0,13016.0,8800.0,8427.0,9839.0,10431.0,11942.0,13016.0,13016.0,,621.0,413.0,148.0,58.0,2.0,0.0,,11161.0,,5953.0,6751.0
37,243197,10975.0,10975.0,19525.5,15950.5,16727.0,4168.0,6162.0,2168.0,9276.0,10427.0,11994.0,14066.0,15659.0,9579.0,11154.0,14881.0,9579.0,9276.0,10427.0,11154.0,11994.0,14066.0,14881.0,15659.0,1773.0,856.0,306.0,265.0,169.0,177.0,,11161.0,,3953.0,4751.0
38,243203,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,243212,7746.0,7746.0,19525.5,15950.5,13272.0,4198.0,4198.0,2168.0,7103.0,8013.0,10057.0,10927.0,,7354.0,8780.0,10927.0,7354.0,7103.0,8013.0,8780.0,10057.0,10927.0,10927.0,,465.0,288.0,110.0,66.0,1.0,0.0,,11161.0,,3953.0,4751.0
40,243221,8183.0,8183.0,19525.5,15950.5,14035.0,4198.0,4198.0,2168.0,7709.0,8215.0,10614.0,8139.0,,7849.0,9010.0,8139.0,7849.0,7709.0,8215.0,9010.0,10614.0,8139.0,8139.0,,1612.0,1014.0,389.0,193.0,16.0,0.0,,11161.0,,3251.0,3251.0
41,243665,9952.0,9952.0,19525.5,15950.5,16381.0,5235.0,14496.0,1750.0,8982.0,9864.0,11460.0,12435.0,13035.0,9216.0,10515.0,12735.0,9216.0,8982.0,9864.0,10515.0,11460.0,12435.0,12735.0,13035.0,244.0,133.0,48.0,33.0,15.0,15.0,9900.0,11374.0,3030.0,3322.0,3322.0
42,243780,13377.0,13377.0,19525.5,15950.5,22645.0,9992.0,28794.0,1000.0,5995.0,5853.0,8450.0,17124.0,20859.0,5923.0,7232.0,19565.0,5923.0,5995.0,5853.0,7232.0,8450.0,17124.0,19565.0,20859.0,2017.0,309.0,315.0,357.0,359.0,677.0,10030.0,10520.0,1760.0,1760.0,3350.0
43,262129,10272.0,10272.0,19525.5,15950.5,20563.0,6916.0,29944.0,1200.0,7560.0,7748.0,10469.0,13595.0,13862.0,7630.0,9109.0,13742.0,7630.0,7560.0,7748.0,9109.0,10469.0,13595.0,13742.0,13862.0,57.0,17.0,10.0,10.0,9.0,11.0,9662.0,14668.0,3270.0,3270.0,3270.0
44,366711,13218.0,13218.0,19525.5,15950.5,22531.0,7712.0,19592.0,1072.0,9397.0,10348.0,14309.0,18439.0,21551.0,9741.0,12030.0,20349.0,9741.0,9397.0,10348.0,12030.0,14309.0,18439.0,20349.0,21551.0,1450.0,540.0,306.0,226.0,146.0,232.0,13150.0,16180.0,3152.0,4222.0,4470.0
45,377555,11562.0,11562.0,19525.5,15950.5,23189.0,11649.0,39018.0,900.0,6864.0,6966.0,9439.0,17656.0,22404.0,6909.0,8173.0,20489.0,6909.0,6864.0,6966.0,8173.0,9439.0,17656.0,20489.0,22404.0,407.0,113.0,87.0,83.0,50.0,74.0,13191.0,13191.0,3873.0,3873.0,3873.0
46,377564,9469.0,9469.0,19525.5,15950.5,21705.0,11889.0,39258.0,900.0,5854.0,5788.0,8147.0,15007.0,20078.0,5829.0,6960.0,17873.0,5829.0,5854.0,5788.0,6960.0,8147.0,15007.0,17873.0,20078.0,349.0,116.0,71.0,70.0,40.0,52.0,12258.0,12258.0,3360.0,3360.0,3360.0
47,409698,13597.0,13597.0,19525.5,15950.5,23389.0,7147.0,19027.0,3372.0,9192.0,10711.0,14319.0,18412.0,21728.0,9798.0,12585.0,20097.0,9798.0,9192.0,10711.0,12585.0,14319.0,18412.0,20097.0,21728.0,671.0,205.0,136.0,147.0,90.0,93.0,10895.0,16580.0,2771.0,4213.0,3694.0
48,416801,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,433660,11299.0,11299.0,19525.5,15950.5,18151.0,6118.0,25162.0,1200.0,6762.0,7969.0,11133.0,15630.0,16804.0,7253.0,9503.0,16375.0,7253.0,6762.0,7969.0,9503.0,11133.0,15630.0,16375.0,16804.0,1460.0,395.0,271.0,255.0,197.0,342.0,9672.0,9672.0,3400.0,3400.0,3400.0
50,435000,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,436818,8675.0,8675.0,19525.5,15950.5,18464.0,15246.0,37914.0,950.0,3648.0,5499.0,10112.0,15946.0,16264.0,4338.0,7191.0,16142.0,4338.0,3648.0,5499.0,7191.0,10112.0,15946.0,16142.0,16264.0,179.0,64.0,38.0,22.0,21.0,34.0,,13258.0,,3032.0,2754.0
52,436827,10810.0,10810.0,19525.5,15950.5,19030.0,15246.0,37914.0,950.0,5516.0,5482.0,9414.0,13381.0,18267.0,5501.0,7362.0,16280.0,5501.0,5516.0,5482.0,7362.0,9414.0,13381.0,16280.0,18267.0,136.0,31.0,24.0,22.0,24.0,35.0,,13258.0,,3032.0,2754.0
53,436836,14305.0,14305.0,19525.5,15950.5,25497.0,15256.0,37924.0,950.0,9920.0,10909.0,15152.0,20442.0,23783.0,10240.0,12914.0,22568.0,10240.0,9920.0,10909.0,12914.0,15152.0,20442.0,22568.0,23783.0,417.0,161.0,77.0,69.0,40.0,70.0,16574.0,13258.0,3032.0,3032.0,2754.0
54,440828,20033.0,20033.0,19525.5,15950.5,25945.0,10737.0,30657.0,1200.0,15481.0,15676.0,20523.0,23356.0,24659.0,15585.0,18242.0,23926.0,15585.0,15481.0,15676.0,18242.0,20523.0,23356.0,23926.0,24659.0,40.0,7.0,8.0,9.0,9.0,7.0,13200.0,13200.0,2742.0,2742.0,2742.0
55,441900,12478.0,12478.0,19525.5,15950.5,20132.0,6075.0,19076.0,1300.0,11328.0,11622.0,13229.0,16730.0,19245.0,11442.0,12338.0,17569.0,11442.0,11328.0,11622.0,12338.0,13229.0,16730.0,17569.0,19245.0,251.0,105.0,66.0,53.0,18.0,9.0,,10830.0,,6446.0,6446.0
56,441937,14928.0,14928.0,19525.5,15950.5,25150.0,6802.0,18682.0,1118.0,12011.0,13125.0,16151.0,21127.0,24116.0,12415.0,14346.0,22909.0,12415.0,12011.0,13125.0,14346.0,16151.0,21127.0,22909.0,24116.0,571.0,239.0,136.0,92.0,42.0,62.0,16300.0,16188.0,3722.0,4564.0,4434.0
57,445188,13691.0,13691.0,19525.5,15950.5,35005.0,14100.0,43854.0,1200.0,10363.0,11400.0,14261.0,19795.0,30123.0,10732.0,12685.0,24711.0,10732.0,10363.0,11400.0,12685.0,14261.0,19795.0,24711.0,30123.0,1650.0,689.0,380.0,310.0,142.0,129.0,16500.0,13400.0,4900.0,5300.0,17250.0
58,447689,13053.0,13053.0,19525.5,15950.5,18387.0,4948.0,13734.0,1430.0,11562.0,12358.0,14869.0,16658.0,16922.0,11804.0,13429.0,16794.0,11804.0,11562.0,12358.0,13429.0,14869.0,16658.0,16794.0,16922.0,1752.0,841.0,367.0,273.0,131.0,140.0,13680.0,13680.0,4560.0,4560.0,4560.0
59,456959,15636.0,15636.0,19525.5,15950.5,25495.0,12850.0,12850.0,1000.0,7537.0,8469.0,11340.0,18096.0,23472.0,8018.0,9905.0,21281.0,8018.0,7537.0,8469.0,9905.0,11340.0,18096.0,21281.0,23472.0,101.0,15.0,16.0,16.0,22.0,32.0,10914.0,10914.0,2374.0,2374.0,2374.0
60,459949,12305.0,12305.0,19525.5,15950.5,21104.0,8901.0,21896.0,1200.0,8647.0,11255.0,13669.0,17475.0,20174.0,9422.0,12527.0,18691.0,9422.0,8647.0,11255.0,12527.0,13669.0,17475.0,18691.0,20174.0,409.0,168.0,71.0,79.0,50.0,41.0,10552.0,7418.0,5184.0,5184.0,5184.0
61,463056,11893.0,11893.0,19525.5,15950.5,21187.0,15236.0,37904.0,950.0,7012.0,8198.0,10515.0,16295.0,19472.0,7478.0,9287.0,18364.0,7478.0,7012.0,8198.0,9287.0,10515.0,16295.0,18364.0,19472.0,423.0,122.0,79.0,70.0,53.0,99.0,,13258.0,,3032.0,2754.0
62,476975,14954.0,14954.0,19525.5,15950.5,18869.0,8400.0,8400.0,768.0,14491.0,16804.0,,,,14954.0,16804.0,,14954.0,14491.0,16804.0,16804.0,,,,,15.0,12.0,3.0,0.0,0.0,0.0,,10168.0,,1370.0,1234.0
63,482149,12239.0,12239.0,19525.5,15950.5,20115.0,9022.0,24400.0,2000.0,9740.0,10221.0,13276.0,15102.0,15414.0,9922.0,11676.0,15268.0,9922.0,9740.0,10221.0,11676.0,13276.0,15102.0,15268.0,15414.0,643.0,201.0,122.0,111.0,98.0,111.0,10884.0,10602.0,4544.0,6282.0,1963.0
64,482158,10354.0,10354.0,19525.5,15950.5,15822.0,4060.0,11407.0,1275.0,8735.0,9468.0,11530.0,13677.0,14357.0,8965.0,10325.0,14022.0,8965.0,8735.0,9468.0,10325.0,11530.0,13677.0,14022.0,14357.0,961.0,431.0,197.0,140.0,95.0,98.0,8410.0,8410.0,2864.0,4500.0,4500.0
65,482680,10444.0,10444.0,19525.5,15950.5,16816.0,4976.0,14481.0,1440.0,7943.0,8654.0,11005.0,12843.0,13392.0,8241.0,9805.0,13153.0,8241.0,7943.0,8654.0,9805.0,11005.0,12843.0,13153.0,13392.0,1856.0,507.0,364.0,349.0,276.0,360.0,11140.0,8660.0,3530.0,4170.0,4330.0
66,482936,16065.0,16065.0,19525.5,15950.5,21119.0,4940.0,21005.0,1200.0,13848.0,14742.0,16277.0,16954.0,17732.0,14238.0,15457.0,17384.0,14238.0,13848.0,14742.0,15457.0,16277.0,16954.0,17384.0,17732.0,192.0,40.0,31.0,27.0,42.0,52.0,11471.0,11471.0,4000.0,4000.0,4000.0
67,483036,3249.0,3249.0,19525.5,15950.5,11669.0,6483.0,16299.0,1400.0,3249.0,,,,,3249.0,,,3249.0,3249.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,9226.0,,3290.0,3290.0
68,483124,,,19525.5,15950.5,,10818.0,10928.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,9684.0,,4412.0,4412.0
69,484473,5577.0,5577.0,19525.5,15950.5,17148.0,3876.0,16579.0,890.0,848.0,3523.0,8251.0,9320.0,12428.0,1747.0,5725.0,11275.0,1747.0,848.0,3523.0,5725.0,8251.0,9320.0,11275.0,12428.0,212.0,77.0,39.0,34.0,23.0,39.0,,10590.0,,2580.0,2580.0
70,484905,8041.0,8041.0,19525.5,15950.5,18930.0,8143.0,21787.0,1500.0,6430.0,8094.0,10578.0,12974.0,11196.0,7033.0,9156.0,12419.0,7033.0,6430.0,8094.0,9156.0,10578.0,12974.0,12419.0,11196.0,293.0,139.0,79.0,59.0,11.0,5.0,9202.0,7822.0,3834.0,4838.0,4470.0
71,486840,18522.0,18522.0,19525.5,15950.5,25059.0,6436.0,17690.0,1500.0,15490.0,16472.0,19365.0,21101.0,21279.0,15845.0,17899.0,21209.0,15845.0,15490.0,16472.0,17899.0,19365.0,21101.0,21209.0,21279.0,3570.0,1018.0,577.0,562.0,557.0,856.0,12947.0,12947.0,6370.0,6370.0,6370.0
72,487010,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,487296,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,489779,,,19525.5,15950.5,,10167.0,14478.0,,,,,,,,,,,,,,,,,,,,,,,,,4959.0,,2190.0,1470.0
75,490805,11384.0,11384.0,19525.5,15950.5,17408.0,7942.0,14734.0,1500.0,6775.0,8608.0,12829.0,16690.0,17408.0,7330.0,10638.0,17069.0,7330.0,6775.0,8608.0,10638.0,12829.0,16690.0,17069.0,17408.0,692.0,251.0,109.0,101.0,109.0,122.0,7821.0,7941.0,4044.0,4753.0,4753.0
76,491288,15447.0,15447.0,19525.5,15950.5,23560.0,6750.0,6750.0,400.0,,,15447.0,,,,15447.0,,,,,15447.0,15447.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,,11620.0,,2540.0,2540.0
77,491297,,,19525.5,15950.5,,6750.0,6750.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,11620.0,,2540.0,2540.0
78,492689,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,493725,13987.0,13987.0,19525.5,15950.5,15415.0,4200.0,4200.0,5476.0,13551.0,14079.0,14118.0,15237.0,15415.0,13742.0,14098.0,15301.0,13742.0,13551.0,14079.0,14098.0,14118.0,15237.0,15301.0,15415.0,241.0,104.0,59.0,53.0,16.0,9.0,,8664.0,,1301.0,887.0
80,495767,27530.0,27530.0,19525.5,15950.5,33960.0,18450.0,35514.0,1840.0,20391.0,21699.0,26010.0,30103.0,32193.0,20907.0,24106.0,31539.0,20907.0,20391.0,21699.0,24106.0,26010.0,30103.0,31539.0,32193.0,6737.0,1221.0,796.0,1006.0,1162.0,2552.0,12318.0,12318.0,4788.0,4788.0,4104.0
0,100937,19808.0,19808.0,19525.5,15950.5,32514.0,18900.0,18900.0,1260.0,17186.0,18870.0,19226.0,20071.0,22268.0,17539.0,19124.0,21619.0,17539.0,17186.0,18870.0,19124.0,19226.0,20071.0,21619.0,22268.0,182.0,49.0,13.0,32.0,26.0,62.0,12900.0,8000.0,2770.0,4690.0,4690.0
1,101116,20518.0,20518.0,19525.5,15950.5,28761.0,17014.0,17014.0,1500.0,20485.0,22044.0,26407.0,,11841.0,20797.0,23498.0,11841.0,20797.0,20485.0,22044.0,23498.0,26407.0,,11841.0,11841.0,12.0,8.0,2.0,1.0,0.0,1.0,,7108.0,,6562.0,4593.0
2,101189,20500.0,20500.0,19525.5,15950.5,34835.0,22990.0,22990.0,1800.0,19201.0,21231.0,18988.0,22399.0,23168.0,19639.0,19759.0,22727.0,19639.0,19201.0,21231.0,19759.0,18988.0,22399.0,22727.0,23168.0,212.0,80.0,22.0,42.0,39.0,29.0,8100.0,8200.0,4400.0,4800.0,4800.0
3,101435,21632.0,21632.0,19525.5,15950.5,37483.0,27900.0,27900.0,300.0,17960.0,20801.0,22163.0,22882.0,24097.0,18831.0,21572.0,23654.0,18831.0,17960.0,20801.0,21572.0,22163.0,22882.0,23654.0,24097.0,201.0,52.0,23.0,30.0,35.0,61.0,10150.0,10150.0,2068.0,2068.0,2035.0
4,101453,,,19525.5,15950.5,,11532.0,11532.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,5745.0,13932.0,2466.0,3897.0,3492.0
5,101541,16976.0,16976.0,19525.5,15950.5,32380.0,18640.0,18640.0,1340.0,15889.0,18779.0,17390.0,16705.0,14501.0,17334.0,18371.0,16264.0,17334.0,15889.0,18779.0,18371.0,17390.0,16705.0,16264.0,14501.0,44.0,12.0,12.0,5.0,12.0,3.0,11380.0,7110.0,2980.0,3280.0,3280.0
6,101675,14912.0,14912.0,19525.5,15950.5,22684.0,12714.0,12714.0,250.0,14497.0,14788.0,16893.0,18271.0,19444.0,14553.0,15222.0,18597.0,14553.0,14497.0,14788.0,15222.0,16893.0,18271.0,18597.0,19444.0,288.0,207.0,50.0,13.0,13.0,5.0,7348.0,10845.0,2832.0,2992.0,2992.0
7,101693,23416.0,23416.0,19525.5,15950.5,36890.0,24310.0,24310.0,1800.0,19653.0,20348.0,24535.0,26327.0,26549.0,19936.0,22441.0,26441.0,19936.0,19653.0,20348.0,22441.0,24535.0,26327.0,26441.0,26549.0,207.0,51.0,35.0,35.0,42.0,44.0,9886.0,9000.0,4750.0,4800.0,4800.0
8,101912,26953.0,26953.0,19525.5,15950.5,37764.0,19990.0,19990.0,1200.0,26045.0,29978.0,24628.0,27662.0,26240.0,27664.0,27849.0,26848.0,27664.0,26045.0,29978.0,27849.0,24628.0,27662.0,26848.0,26240.0,276.0,80.0,56.0,37.0,44.0,59.0,9374.0,9374.0,6800.0,6800.0,6800.0
9,102049,30072.0,30072.0,19525.5,15950.5,49634.0,34198.0,34198.0,1000.0,22241.0,22460.0,31029.0,30523.0,32820.0,22342.0,27769.0,32341.0,22342.0,22241.0,22460.0,27769.0,31029.0,30523.0,32341.0,32820.0,368.0,41.0,35.0,57.0,49.0,186.0,11260.0,11250.0,4856.0,5452.0,5302.0
